s	t	LFC	p.value
YBR289W	YGR038C.A	-4.8555891163	1.19849058132e-43
YHL025W	YGR038C.A	-5.66476578389	2.15336990531e-53
YOL148C	YGR038C.A	-4.83711204932	2.0412039994e-43
YJL176C	YGR038C.A	-5.62177335893	7.01086585995e-53
YCR084C	YGR038C.A	-4.22923102278	2.32808587056e-45
YDR392W	YGR038C.A	-2.11228903499	0.000342131269455
YMR043W	YIR035C	2.00191440188	3.39907978134e-07
YMR070W	YJR150C	4.61960067361	2.78790847681e-76
YCR084C	YJR150C	2.41817203146	5.71975202794e-42
YIL036W	YJR123W	-2.6121019069	1.14871417093e-50
YPL075W	YJR123W	-2.19268826076	1.61979472147e-07
YNL216W	YJR123W	-2.06191720193	3.23814088617e-07
YJL127C	YJR156C	2.64643305749	3.14987596346e-43
YNL236W	YLR379W	-2.56897910027	6.73245810173e-31
YHL025W	YLR379W	-2.30926116738	3.876486088e-26
YPL075W	YLR349W	-2.03809270195	2.71048907073e-08
YNL216W	YMR142C	-2.28264171032	7.07043277738e-09
YOR298C-A	YOR298C.A	-3.97152186378	2.31520494967e-66
YHL027W	YPL277C	2.99048476657	2.11839557683e-39
YDL106C	YAR071W	-2.26195928972	1.19767033516e-29
YPL254W	YAR071W	-2.89612899308	9.37222681784e-42
YOL148C	YAR071W	-2.63072222623	1.93980400887e-36
YJL176C	YAR071W	-2.15801000606	6.36608930935e-27
YGL073W	YAR071W	-2.1993493073	3.19019500012e-06
YJL127C	YBL002W	-2.73141227651	2.37217516673e-46
YIL036W	YBL002W	-2.37584004437	1.10129705696e-37
YGL073W	YBL002W	-2.3606173899	7.17085231087e-08
YDL106C	YBR296C	-2.54366563763	5.43544566028e-32
YHL027W	YBR296C	-2.54107860762	9.09342326766e-32
YPL254W	YBR296C	-2.49414627403	2.26002272312e-30
YOR290C	YBR296C	-2.29069366852	1.42243983817e-26
YHL025W	YBR296C	-2.17041611704	2.29548136196e-24
YOL148C	YBR296C	-2.69794493181	3.23947218652e-34
YPL075W	YBR296C	-2.20788242348	4.34732922847e-06
YPL254W	YDR316W.A	-2.13781114305	5.28106905679e-22
YNL236W	YDR316W.A	-3.19992871535	6.64896707399e-41
YOR290C	YDR316W.A	-4.00583990271	5.52560434222e-55
YBR289W	YDR316W.A	-3.79983296414	1.9826379513e-51
YHL025W	YDR316W.A	-4.34118204394	1.18188998064e-60
YOL148C	YDR316W.A	-3.94555086044	6.02797233229e-54
YJL176C	YDR316W.A	-4.35444165643	7.07072302322e-61
YCR084C	YDR316W.A	-3.4078378774	2.45323879836e-55
YMR043W	YER037W	3.12557628894	3.46516805794e-11
YIL084C	YHR214C.C	-3.14062037857	1.5827957833e-24
YDL042C	YHR214C.C	-3.48472843715	4.48169183306e-29
YLR442C	YHR214C.C	-2.20555458103	2.06305400853e-13
YBR083W	YHR214C.C	-2.38507986249	1.98951504164e-15
YPL254W	YHR214C.C	-3.1215948486	5.54868616182e-24
YNL236W	YHR214C.C	-4.86107746061	2.51216163387e-46
YOR290C	YHR214C.C	-4.59509081109	5.99297730782e-43
YBR289W	YHR214C.C	-3.98215112492	4.72258743019e-35
YHL025W	YHR214C.C	-5.3064480196	6.38677052069e-52
YOL148C	YHR214C.C	-4.58857098499	7.17141446451e-43
YJL176C	YHR214C.C	-4.8796388679	1.48289867441e-46
YCR084C	YHR214C.C	-3.73208557162	1.44736203364e-40
YDR392W	YHR214C.C	-2.04670199981	0.000272866254698
YIL036W	YHR216W	-2.43982830736	1.73811793954e-40
YOL148C	YJL158C	-2.1151489768	6.97601754211e-31
YPL248C	YKL177W	-2.04113688513	2.87828708577e-10
YOR304W	YKL177W	-2.00870600432	1.18284094541e-10
YKL015W	YKL177W	-2.08266619582	5.98322111555e-11
YHL025W	YBL099W	-2.03495325883	3.49737030231e-25
YML051W	YBR018C	3.96297693524	7.69750466569e-83
YML051W	YBR020W	4.76900449326	1.80382789193e-117
YIL036W	YDR418W	-2.20763261153	1.87093663096e-38
YPL075W	YDR418W	-2.18895866556	1.78893581206e-06
YNL216W	YDR418W	-2.4739276533	4.65275627314e-07
YIL036W	YDR450W	-2.04630373633	4.19839386423e-32
YPL075W	YDR450W	-2.17767742925	2.03840786485e-07
YNL216W	YDR450W	-2.65287374535	2.11452715888e-08
YNL236W	YDR388W	-2.22801663777	2.28303711848e-31
YPL075W	YER131W	-2.02321759656	4.37234468895e-09
YNL216W	YER131W	-2.69622904123	1.44525994662e-10
YCR084C	YGR294W	4.12991832963	2.74261097135e-134
YBR033W	YIL094C	2.09209265685	8.1371328014e-37
YNL236W	YKR059W	-2.03829308339	1.47229339611e-21
YHL025W	YKR059W	-2.02133363669	2.92542521238e-21
YMR043W	YLR259C	-2.01241648974	3.15469182021e-08
YIL036W	YLR264W	-2.21053102793	1.17117736773e-37
YPL075W	YLR264W	-2.02872537738	1.13497167828e-06
YCR084C	YML131W	2.24277859625	5.80350169015e-59
YBR033W	YNL032W	2.03525777718	1.8283639588e-22
YIR033W	YNL036W	2.99263387111	1.17064408794e-30
YLR039C	YNL036W	2.50213157918	4.74863995917e-23
YOR290C	YNL036W	2.14238226401	2.73396593551e-17
YOL148C	YNL036W	2.02479583018	1.16867952847e-15
YPL075W	YNL036W	2.17635966151	0.000449197682931
YNL216W	YNL036W	2.64327108567	7.44980365908e-05
YPL075W	YNL067W	-2.37440648495	6.47300559693e-08
YNL216W	YNL067W	-2.48761132043	3.78305871192e-08
YIL036W	YNL069C	-2.11569312278	4.52713684352e-42
YMR042W	YOL058W	3.57407635997	6.47926520997e-53
YML099C	YOL058W	3.537902647	4.81846588993e-52
YLR418C	YOL058W	2.82732869827	1.8275664944e-13
YGL073W	YOL058W	2.07016299475	2.49231743377e-08
YOR213C	YNR075W	-2.2122924922	4.4938728197e-33
YIL084C	YPL257W.A	-2.68310289742	2.44078874745e-20
YDL042C	YPL257W.A	-3.44197745185	1.43221099404e-30
YPL254W	YPL257W.A	-2.94671581197	1.77463832501e-23
YNL236W	YPL257W.A	-4.76474426589	7.39828565148e-48
YOR290C	YPL257W.A	-4.94678344949	2.96194093979e-50
YBR289W	YPL257W.A	-4.39374040925	6.08075194996e-43
YHL025W	YPL257W.A	-5.67740674034	1.12201585761e-59
YOL148C	YPL257W.A	-4.83408979679	8.82162270728e-49
YJL176C	YPL257W.A	-5.15404317681	5.92817292327e-53
YCR084C	YPL257W.A	-4.14212676869	1.46550696182e-49
YDR392W	YPL257W.A	-2.22162364463	0.000253759480828
YDR207C	YAL054C	2.44660168805	1.47634161907e-41
YIL036W	YDL082W	-2.20431217263	1.73554550194e-51
YIL084C	YDR261W.A	-2.18629051364	8.72951606815e-21
YDL042C	YDR261W.A	-2.45460544899	2.82022745114e-25
YDR266C	YDR266C	-2.14367587598	1.25651147733e-46
YNL236W	YGL055W	-2.39169481445	9.86939609785e-28
YMR182C	YGR138C	2.17254189879	2.45877277085e-07
YDL020C	YGR138C	2.07310197281	1.26528674617e-06
YLR278C	YGR138C	2.35836640255	1.44335184e-08
YMR043W	YGR138C	3.10366930278	7.36703431561e-08
YNL236W	YKL060C	-3.96600900164	2.19242682742e-54
YHL025W	YKL060C	-2.31638619543	3.74685892996e-25
YPL075W	YKL060C	-2.53345771938	7.44088240377e-07
YMR043W	YKL062W	2.21082798336	1.45891973031e-07
YHL027W	YKL096W	-2.05834689823	4.7028371984e-15
YOL004W	YKL096W	-2.48758953212	1.88891270683e-27
YPL254W	YKL096W	-2.20530947914	1.10250638071e-16
YHL025W	YKL096W	-2.35619524738	1.02259669411e-18
YOL148C	YKL096W	-3.67591984492	6.94923475426e-38
YJL176C	YKL096W	3.41676752095	4.84139293243e-34
YCR084C	YKL096W	2.22925984038	1.38971018434e-22
YPL075W	YKL096W	-3.37555528247	3.68313937382e-07
YNL216W	YKL096W	-2.46900341988	1.08683657162e-05
YER045C	YLR040C	-2.07366845846	8.13730239673e-15
YLR418C	YLR040C	-3.05960954031	2.90203607863e-18
YPL177C	YLR040C	-2.15665473342	3.6934367882e-15
YPL248C	YLR040C	-2.16829583368	3.30790944939e-15
YER040W	YLR040C	-2.084964577	2.02480481146e-15
YEL056W	YLR040C	-2.0569898826	2.65776703749e-15
YKL043W	YLR040C	-2.11099964298	1.57353735846e-15
YOR363C	YLR040C	-2.00382844748	4.5108096828e-15
YPL133C	YLR040C	-2.01075374789	4.21298320464e-15
YDR392W	YLR040C	-2.36480621217	1.29876577902e-17
YPL129W	YLR040C	-2.1339805294	1.26985865317e-15
YBR240C	YLR040C	-2.01288846892	4.12847981399e-15
YOL028C	YLR040C	-2.22728743804	5.31230823358e-16
YMR273C	YLR040C	-2.02807878856	3.53931287393e-15
YGL237C	YLR042C	2.30268594905	2.75954938993e-51
YNL236W	YLR044C	-3.08274817465	1.07923656019e-42
YOR290C	YLR044C	-2.05052513075	5.35118700858e-23
YHL025W	YLR044C	-2.25518788796	7.97786044684e-27
YPL075W	YLR044C	-2.11743120685	4.22322493141e-07
YIL036W	YMR242C	-2.49843818922	1.90649307011e-55
YNL216W	YMR242C	-2.18927212302	1.10641046957e-06
YOL068C	YBL098W	2.44105855812	6.33457265928e-52
YDR310C	YBL098W	2.90746026322	1.68394078418e-64
YDR310C	YBR045C	2.10232146232	2.28951068361e-30
YIL084C	YBL101W.A	-2.55538113877	1.0556025665e-24
YDL042C	YBL101W.A	-3.01441745905	3.58459171353e-32
YJL127C	YBL101W.A	2.13036914246	2.66097608512e-18
YPL254W	YBL101W.A	-2.26864392962	5.16396602359e-20
YNL236W	YBL101W.A	-3.64474090471	9.96245205464e-42
YOR290C	YBL101W.A	-4.1704844451	5.92429220633e-50
YBR289W	YBL101W.A	-3.59733270147	5.64823412764e-41
YHL025W	YBL101W.A	-4.53358490789	1.53940261695e-55
YOL148C	YBL101W.A	-4.13450514249	2.11158789466e-49
YJL176C	YBL101W.A	-4.08312849554	1.32201351687e-48
YCR084C	YBL101W.A	-3.53869951537	4.17541058729e-50
YML051W	YBR019C	3.91179818752	5.27202546893e-103
YIL036W	YDR385W	-2.00995445682	4.08928473917e-17
YNL236W	YDR385W	-3.25595943869	3.99119289507e-37
YOR290C	YDR385W	-2.34171659288	3.33011444713e-22
YHL025W	YDR385W	-2.79015495482	1.95995648601e-29
YPL075W	YDR417C	-2.10262828235	2.33036261846e-05
YNL216W	YDR417C	-2.08179304081	2.57295033661e-05
YMR043W	YER130C	2.39844752225	3.40971583512e-07
YIL084C	YER159C.A	-2.70466336124	1.63223106068e-22
YDL042C	YER159C.A	-3.20026309524	1.25306943796e-29
YPL254W	YER159C.A	-2.56079428165	2.82423115794e-20
YNL236W	YER159C.A	-3.93538463366	1.20822821409e-39
YOR290C	YER159C.A	-4.73871884131	7.04845323598e-51
YBR289W	YER159C.A	-3.79886560228	1.06510453955e-37
YHL025W	YER159C.A	-5.11465539432	5.11107117902e-56
YOL148C	YER159C.A	-4.70374060899	2.14121365581e-50
YJL176C	YER159C.A	-4.7884775785	1.48176576158e-51
YCR084C	YER159C.A	-3.90949627762	3.10994336131e-49
YNL236W	YGL245W	-2.127391944	5.42721830399e-32
YHL025W	YGL245W	-2.33087805807	1.20418203806e-36
YIL036W	YHL001W	-2.19005515008	1.19489877903e-33
YPL075W	YHL001W	-2.09418161339	5.25896546135e-08
YNL216W	YHL001W	-2.62167980142	3.83887686186e-09
YIR033W	YML128C	2.44732967838	1.77647802347e-40
YGL071W	YMR058W	-2.70639959187	7.67497374731e-32
YOL004W	YML132W	-2.18855881758	9.10005806047e-46
YJL127C	YNL031C	-2.09886425423	4.44369752191e-35
YIL036W	YNL066W	-2.21047832087	7.41701610569e-38
YGL073W	YNL066W	-2.01789273662	3.52426240553e-06
YCR084C	YNR076W	3.78673434771	3.20427794187e-111
YNL236W	YOR204W	-2.66044146429	1.25593041562e-35
YOR290C	YOR204W	-2.0502484195	9.52028287026e-24
YHL025W	YOR204W	-2.5455983804	2.28866051761e-33
YIL036W	YPL220W	-2.16631804603	5.8468602286e-43
YPL075W	YPL220W	-2.25607537913	3.06019547653e-07
YNL216W	YPL220W	-2.61431725554	5.72022572113e-08
YOL068C	YAL018C	2.009700619	1.03695746725e-18
YDR310C	YAL018C	3.5510367016	3.47219915825e-45
YCR084C	YAR020C	3.73417516233	7.1010913108e-106
YKL112W	YBR238C	4.20109152271	2.11440582416e-09
YIL036W	YDL083C	-2.16056107953	1.90235792608e-41
YNL236W	YGL022W	-2.80925091977	1.13369196341e-34
YOR290C	YGL022W	-2.11840823497	3.17489915376e-22
YHL025W	YGL022W	-2.24588697085	1.82002931136e-24
YGR056W	YGR139W	2.08570047631	1.91129518769e-10
YLR278C	YGR139W	2.08865945457	2.10678090908e-10
YLR451W	YKL120W	-2.23527031425	1.33233458287e-68
YLR418C	YLR041W	-3.03867316566	3.971354796e-17
YPL177C	YLR041W	-2.02396804242	1.47663305154e-13
YOL028C	YLR041W	-2.03804767448	3.61154928477e-14
YHR206W	YLR109W	-2.61487337773	1.09262337664e-09
YNL236W	YLR413W	-2.19277601886	1.65386175079e-32
YOR290C	YLR413W	-2.24237881917	1.26818442838e-33
YBR289W	YLR413W	-2.18679515146	2.25826020113e-32
YHL025W	YLR413W	-2.24405045066	1.16837928986e-33
YOL148C	YLR413W	-2.17669939444	3.80871045334e-32
YPL254W	YMR173W.A	-2.27150300174	1.68643913811e-41
YBR103W	YPL061W	-2.11499566087	3.06038636526e-16
YNL236W	YPL061W	-2.6005624998	1.05450508633e-22
YPL075W	YPL061W	-2.4154724545	6.2620966539e-06
YMR043W	YPL061W	-3.13108160466	3.70271819019e-07
YNL236W	YBR078W	-2.3775740002	1.14180998851e-28
YHL025W	YBR078W	-2.94961966663	1.4759880566e-39
YMR043W	YDL048C	3.19346628951	3.00236942799e-07
YBL103C	YCR097W	3.54620782529	6.09830304452e-25
YIL084C	YFL026W	-4.06457840796	1.99502944832e-76
YOL004W	YFL026W	-2.75401278735	1.56637891843e-59
YDL042C	YFL026W	-5.13117540223	1.32667290116e-96
YLR442C	YFL026W	-2.19793641152	2.70926642374e-35
YIL036W	YFL026W	-2.53164605123	1.68930392932e-42
YHL025W	YFL026W	-2.66757620252	1.30933704949e-45
YER045C	YFL026W	2.21725524989	1.27115797965e-14
YLR131C	YFL026W	2.08387224826	4.43586397194e-14
YDR421W	YFL026W	2.42774078822	2.04392686634e-15
YMR280C	YFL026W	2.68681449811	2.61839410737e-16
YOR028C	YFL026W	2.20281646868	1.44487943781e-14
YPL177C	YFL026W	2.06103404049	5.535224316e-14
YDR363W	YFL026W	2.31728880446	5.24326253985e-15
YOL051W	YFL026W	2.16917395645	1.97499791952e-14
YPL248C	YFL026W	2.1433975211	2.51611991813e-14
YEL009C	YFL026W	2.39943923477	2.59073099173e-15
YER040W	YFL026W	2.28922487525	1.85507627499e-15
YOR358W	YFL026W	2.50014945612	3.10449778614e-16
YEL056W	YFL026W	2.16963403042	5.48672976438e-15
YOR032C	YFL026W	2.19436643916	4.36772847797e-15
YOR025W	YFL026W	2.37531654219	8.80741427398e-16
YBR245C	YFL026W	2.16965535284	5.48672976438e-15
YCL055W	YFL026W	2.43438239929	5.34007362228e-16
YKL043W	YFL026W	2.41455948842	6.29379426014e-16
YOR363C	YFL026W	2.14046588018	7.21557420603e-15
YKL015W	YFL026W	2.25209821996	2.58311827133e-15
YPL133C	YFL026W	2.18790882819	4.63203796069e-15
YKL038W	YFL026W	2.17078299308	5.4286475622e-15
YOR191W	YFL026W	2.16564873884	5.69472068437e-15
YNL330C	YFL026W	2.71973782497	5.55091122128e-17
YHR154W	YFL026W	2.03796017218	1.92966019165e-14
YHR206W	YFL026W	2.42080910044	5.97280671565e-16
YDR392W	YFL026W	2.02640826544	1.8799086936e-15
YHR178W	YFL026W	2.22674214232	3.24268346707e-15
YDR146C	YFL026W	2.25143989474	2.59629196459e-15
YPL129W	YFL026W	2.41850736907	6.08932173682e-16
YBR240C	YFL026W	2.17234979244	5.35065188095e-15
YLR136C	YFL026W	2.12564179059	8.27381602688e-15
YOR344C	YFL026W	2.32771297655	1.32792338515e-15
YHL009C	YFL026W	2.33200312167	1.28073774035e-15
YOL028C	YFL026W	2.31373678149	1.49591053265e-15
YKL112W	YFL026W	-2.26153895688	1.75563638389e-05
YNL236W	YHR071W	-2.1054396031	4.51128339217e-36
YOL148C	YHR071W	-2.18278665044	5.328150075e-38
YOL004W	YIR044C	-2.33053122683	9.3391173173e-47
YIL036W	YJL002C	-2.00879000995	1.39771299258e-32
YDR310C	YJL038C	2.15494904329	2.84516634516e-34
YLR403W	YKL030W	-2.4678295289	8.70922682249e-48
YIL036W	YKL030W	-2.10776153659	6.0641271166e-38
YDR463W	YKL001C	2.37563974113	1.03059243143e-39
YBR289W	YKL001C	2.1311932916	2.15174254387e-33
YHL025W	YKL001C	2.03519737185	3.91130360476e-31
YIL036W	YLR388W	-2.54788780368	3.35108546595e-26
YOR363C	YLR388W	2.08762397371	2.44457564081e-06
YBR240C	YLR388W	2.02091236819	4.0050339557e-06
YNL216W	YLR388W	-2.63782918011	5.88928791723e-06
YKR099W	YMR120C	-3.20096262716	1.25807798628e-58
YDL106C	YMR120C	-4.09964299864	3.56879451051e-78
YIL036W	YMR120C	-2.24504712413	3.31951573755e-36
YPL075W	YMR120C	-2.77118505819	1.88484159376e-07
YMR043W	YMR120C	-2.86213784358	1.3060801119e-07
YNL216W	YMR120C	-3.04099574856	6.51632956528e-08
YIL036W	YOL120C	-2.36470621555	1.37319319928e-40
YPL075W	YOL120C	-2.36113421751	3.14287570925e-06
YNL216W	YOL120C	-2.5045079204	1.66154762437e-06
YLR014C	YOL126C	-2.50864890786	2.18087886679e-41
YBR289W	YOL158C	-2.24239838847	3.09138758379e-19
YHL025W	YOL158C	-2.64781904235	2.35552457118e-25
YJL176C	YOL158C	-2.71007476478	2.54572080056e-26
YBL103C	YOR383C	2.11835522343	1.50084764589e-07
YOL004W	YOR383C	2.27787560612	8.34691799255e-12
YHR041C	YOR383C	2.22228043092	2.52882647383e-08
YNL309W	YOR383C	2.71732404767	5.23884724166e-12
YDR463W	YOR383C	2.96879338524	4.33332760315e-14
YPL254W	YOR383C	2.57026768736	1.2320815585e-10
YOL148C	YOR383C	2.43416208153	1.29545527748e-09
YJL176C	YOR383C	2.33182010884	7.15531588164e-09
YCR084C	YOR383C	2.45753838954	2.79624806472e-13
YIL036W	YBL072C	-2.39975775267	1.55373296896e-36
YNL216W	YBL072C	-2.26345769863	2.43750945554e-07
YNL236W	YER070W	-2.29583312148	8.11853174306e-35
YHL025W	YER070W	-2.59674335542	1.58231050587e-41
YER045C	YGL089C	-2.08244780346	1.99130895013e-08
YLR131C	YGL089C	-2.27711067461	4.06819262527e-09
YDR421W	YGL089C	-2.31155837321	3.10372696184e-09
YLR418C	YGL089C	-2.04146839628	2.81769805332e-08
YOR028C	YGL089C	-2.19785328087	7.65680644495e-09
YPL177C	YGL089C	-2.27179360908	4.24342847442e-09
YDR363W	YGL089C	-2.27348251208	4.18778797562e-09
YPL248C	YGL089C	-2.25247726872	4.93835119358e-09
YER040W	YGL089C	-2.19337307194	2.54304238754e-09
YEL056W	YGL089C	-2.38769505307	5.37010118826e-10
YOR032C	YGL089C	-2.38267502712	5.58411782541e-10
YBR245C	YGL089C	-2.36351799819	6.47142656085e-10
YOR304W	YGL089C	-2.17818516474	2.88342015891e-09
YCL055W	YGL089C	-2.45107525612	3.29878486944e-10
YKL043W	YGL089C	-2.29195838855	1.13848725512e-09
YKL015W	YGL089C	-2.12947226847	4.33526731619e-09
YPL133C	YGL089C	-2.06759160498	7.33214059895e-09
YKL038W	YGL089C	-2.29796366608	1.08604828834e-09
YOR191W	YGL089C	-2.37125302277	6.09808368425e-10
YNL330C	YGL089C	-2.07587622119	6.83525091823e-09
YHR154W	YGL089C	-2.47811606824	2.68904608141e-10
YHR206W	YGL089C	-2.15468757062	3.50721539498e-09
YDR392W	YGL089C	-2.49457893341	2.40889063526e-11
YHR178W	YGL089C	-2.07765219867	6.7307671758e-09
YDR146C	YGL089C	-2.22836540709	1.90822893307e-09
YPL129W	YGL089C	-2.23695253679	1.77756368586e-09
YBR240C	YGL089C	-2.17610021114	2.93434759051e-09
YLR136C	YGL089C	-2.01964445736	1.11266122336e-08
YOR344C	YGL089C	-2.12186770145	4.61858230621e-09
YHL009C	YGL089C	-2.10613101406	5.27634062171e-09
YMR273C	YGL089C	-2.26053333455	1.46882324342e-09
YIL036W	YGL123W	-2.38102281543	1.65103183721e-54
YNL216W	YGL123W	-2.48962433512	3.37592898585e-08
YOL068C	YGR260W	2.10600331347	1.79867387928e-44
YOL004W	YGR260W	-2.11937729653	7.58185471649e-56
YDR310C	YGR260W	2.63673657127	1.79773660352e-59
YKL032C	YGR234W	-4.02471338347	1.40423614446e-70
YIL036W	YGR234W	-2.01185436202	2.07944216974e-27
YPL254W	YGR234W	-2.76368183719	8.79103119227e-44
YNL236W	YGR234W	-2.52575550577	1.24562207403e-38
YOR290C	YGR234W	-3.1259448356	1.78048922521e-51
YBR289W	YGR234W	-3.37868941583	9.4116492308e-57
YHL025W	YGR234W	-3.29249284202	5.61698235927e-55
YOL148C	YGR234W	-3.51877136351	1.23300827944e-59
YJL176C	YGR234W	-3.36184488897	2.11773978791e-56
YPL075W	YGR234W	-2.18037255201	5.34728807929e-05
YLR176C	YIL066C	3.65972369901	1.6126286357e-87
YNL199C	YKL153W	-3.41493014051	2.20112023641e-80
YPL075W	YKL153W	-5.42836986866	1.32488905604e-12
YIL084C	YML045W.A	-2.99210512334	3.30620053246e-25
YDL042C	YML045W.A	-3.58287065797	1.55219217857e-33
YBR083W	YML045W.A	-2.07853736816	1.47556072837e-13
YPL254W	YML045W.A	-3.09774915318	2.53836818043e-26
YNL236W	YML045W.A	-4.06574207258	1.1028962463e-39
YOR290C	YML045W.A	-4.37002245851	7.50832822586e-44
YBR289W	YML045W.A	-4.0021905922	8.25389304924e-39
YHL025W	YML045W.A	-5.28000097239	5.12249311436e-56
YOL148C	YML045W.A	-4.34230951349	1.82363778082e-43
YJL176C	YML045W.A	-4.80810155479	9.23897890724e-50
YCR084C	YML045W.A	-4.19859590964	8.88730995659e-52
YDR392W	YML045W.A	-2.25883736387	1.72399399398e-05
YDR310C	YNL319W	3.03961240365	1.9198232847e-77
YPL254W	YBR145W	-2.10369703852	4.20470138437e-28
YNL236W	YBR145W	-2.47527339493	5.32307530624e-36
YOL148C	YBR145W	-2.45104794978	1.74831512352e-35
YNL216W	YBR145W	-2.15628277181	1.62211942187e-09
YCR084C	YDR542W	4.00259324346	1.34094828848e-107
YOL004W	YIR043C	-2.26164586013	7.91457826242e-56
YCR084C	YJR158W	2.79149426059	5.93048343512e-82
YLR403W	YKL029C	-2.6129825017	4.86116635294e-40
YIL036W	YKL029C	-2.5491491252	4.31148027191e-38
YNL236W	YKL029C	-2.53577476022	8.37591381831e-38
YOL148C	YKL029C	-2.0143507231	1.21774928431e-26
YIL036W	YLL045C	-2.55427606324	1.9826379513e-51
YPL075W	YLL045C	-2.12020721439	1.7058049575e-07
YNL216W	YLL045C	-2.63631075992	1.38560943651e-08
YIL036W	YLR355C	-2.28180055205	1.63723223427e-38
YNL236W	YLR355C	-2.08271884817	1.0513959228e-33
YIL036W	YLR325C	-2.10730037041	1.02798281229e-33
YNL216W	YLR325C	-2.43173637354	7.28662292375e-09
YKL112W	YMR085W	2.30932389434	0.000708280062992
YIL036W	YMR116C	-2.54686835569	2.43706995443e-54
YPL075W	YMR116C	-2.6798367591	4.2836152809e-09
YNL216W	YMR116C	-2.34037999815	2.08496433325e-08
YJR060W	YNL160W	2.30981920638	8.32684846997e-19
YNL199C	YNL160W	3.35946629455	2.48319635327e-34
YIR033W	YNL160W	2.90886459982	1.63910129989e-27
YDL106C	YNL160W	2.00368737571	1.1616028782e-14
YLR039C	YNL160W	2.21939576055	1.49541659105e-17
YER169W	YNL160W	2.0529152051	3.2796132063e-15
YDL020C	YNL160W	2.19390550081	6.98257745335e-17
YJL127C	YNL160W	2.15088530352	1.63919741685e-16
YCR081W	YNL160W	2.35528190027	1.93081103558e-19
YDR443C	YNL160W	2.56713262198	2.42333791061e-22
YDR520C	YNL160W	2.13626031888	2.58363973391e-16
YIL036W	YNL160W	3.00687098117	2.38717075519e-28
YER111C	YNL160W	3.21261882847	2.04547397209e-31
YPL075W	YNL160W	2.51584018171	8.05770920046e-08
YGL073W	YNL160W	4.33336621804	1.35010819692e-10
YMR043W	YNL160W	3.2214413313	4.56259953096e-09
YBR049C	YNL160W	2.49501180936	8.86344960219e-08
YNL167C	YOL151W	2.10117816603	4.27456398118e-34
YDR310C	YOL091W	2.0294838038	2.65648895699e-32
YNL216W	YOL121C	-2.19695390726	1.0131577544e-08
YKL032C	YOL155C	2.15520593429	1.84308418313e-13
YIL084C	YOL155C	2.63442909894	4.49381932573e-19
YLR442C	YOL155C	2.4544938056	5.85260840288e-17
YJL127C	YOL155C	2.39933379768	2.69564380424e-16
YLR418C	YOL155C	2.36907043006	2.46634493849e-07
YNL216W	YOL155C	2.21610051235	0.000133374438991
YCR084C	YOL157C	2.05448787041	9.68240766339e-63
YIL084C	YPR002C.A	-2.5165420106	4.4540420703e-22
YDL042C	YPR002C.A	-2.36438908361	5.62033381779e-20
YOR290C	YPR002C.A	-2.34983946099	2.0511495532e-19
YBR289W	YPR002C.A	-2.4360269473	1.22173531561e-20
YJL176C	YPR002C.A	-2.56363833859	1.76363194151e-22
YER040W	YPR035W	-2.0071787393	2.10203440142e-11
YIL084C	YBL005W.A	-2.57965187072	7.7573380056e-24
YDL042C	YBL005W.A	-3.04261222576	4.2197061976e-31
YPL254W	YBL005W.A	-3.27053597989	3.85463610079e-34
YNL236W	YBL005W.A	-3.91352659464	4.69808949798e-44
YOR290C	YBL005W.A	-3.49837877249	1.12276282471e-37
YBR289W	YBL005W.A	-3.90828857761	5.62558506523e-44
YHL025W	YBL005W.A	-4.0613918751	2.71208565986e-46
YOL148C	YBL005W.A	-4.00562289492	1.88284386762e-45
YJL176C	YBL005W.A	-4.12550653107	2.95750842783e-47
YCR084C	YBL005W.A	-3.09066347342	4.94634306383e-40
YOL004W	YBR302C	-2.92956510548	1.25739525682e-60
YMR043W	YER067W	2.41528972894	1.2236287944e-06
YOL068C	YGR259C	2.04717160492	9.38762585265e-38
YDR310C	YGR259C	2.63040944123	4.33053614027e-53
YLR131C	YJR004C	-2.07171272567	1.62213061166e-11
YDR421W	YJR004C	-2.18457766791	5.86296505299e-12
YOR028C	YJR004C	-2.0365345232	2.25375059699e-11
YPL177C	YJR004C	-2.39540394168	9.7459821642e-13
YDR363W	YJR004C	-2.15150631538	7.86630552151e-12
YOL051W	YJR004C	-2.21714735337	4.40211104701e-12
YER040W	YJR004C	-2.10407055602	3.55007331202e-12
YOR358W	YJR004C	-2.05707175959	5.49171522691e-12
YOR032C	YJR004C	-2.1399973851	2.55415375412e-12
YOR025W	YJR004C	-2.02360309346	7.53121261847e-12
YOR304W	YJR004C	-2.04619098402	6.07997595685e-12
YCL055W	YJR004C	-2.07645059671	4.57802222874e-12
YKL043W	YJR004C	-2.10063275514	3.66204145794e-12
YOR363C	YJR004C	-2.2014474545	1.47150453401e-12
YKL038W	YJR004C	-2.06482238547	5.10881807938e-12
YOR191W	YJR004C	-2.11262947707	3.28398237612e-12
YHR154W	YJR004C	-2.0030611506	9.17318017113e-12
YHR206W	YJR004C	-2.07627509565	4.58509107154e-12
YDR392W	YJR004C	-2.28340415608	6.54528214093e-14
YDR146C	YJR004C	-2.15428370645	2.24468062245e-12
YPL129W	YJR004C	-2.11469774767	3.2230347794e-12
YOR344C	YJR004C	-2.04779679432	5.98768928383e-12
YOL028C	YJR004C	-2.12493668911	2.92896671554e-12
